"mei_fi_id";"fi_id_cou";"fi_year";"fi_date";"ser_x";"ser_y";"ser_cou_code";"ser_nameshort";"ser_emu_nameshort";"ser_hty_code";"lengthmm";"weightg";"ageyear";"female_proportion";"method_sex";"sex";"sex_source";"fi_lfs_code";"ser_lfs_code";"lfs_code";"lfs_code_source";"sai_samplingstrategy";"sai_samplingobjective";"fi_comment";"sai_comment";"ser_qal_id";"source";"issue";"action"
290560;NA;1995;1995-09-13;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";383;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290561;NA;1995;1995-09-13;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";385;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290562;NA;1995;1995-09-18;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";360;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290563;NA;1995;1995-09-18;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";360;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290564;NA;1995;1995-09-18;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";350;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290565;NA;1995;1995-09-18;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";370;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290566;NA;1995;1995-09-15;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";350;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290567;NA;1995;1995-09-15;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";363;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290568;NA;1995;1995-09-15;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";375;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290569;NA;1995;1995-09-15;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";335;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290570;NA;1995;1995-09-15;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";335;NA;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290571;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";461;190;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290572;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";367;81;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290573;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";374;88;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290574;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";410;177;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290575;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";361;60;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290576;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";370;59;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290577;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";402;79;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290578;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";366;68;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290579;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";314;51;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290580;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";563;331;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290581;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";349;75;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290582;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";359;75;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290583;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";552;248;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290584;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";351;63;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290585;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";325;65;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290586;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";365;76;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290587;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";380;73;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290588;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";356;82;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290589;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";375;88;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290590;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";365;73;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290591;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";333;53;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290592;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";406;96;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290593;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";338;63;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
